Station Name,Agency Name,State Name,District,Basin Name,Sub Basin Name,Date Collection,Longitude,Latitude,k,cl,ca,hco3,mg,f,ph_gen,Level (m),,Potash,ph,Crop
Douginala,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.74694444,15.08777778,1.3,40,30,163.57,19.4,0.56,7.98,NaN,,18,5.696205468,maize
Dummi,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2018,76.08333333,14.05,5.7,514.75,24,250.1,58.3,0.502793,8.71,NaN,,21,6.803931519,maize
Echanal,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,76.44555556,16.17916667,2.8,312.4,92,359.9,87.55,1.6,8.05,NaN,,18,6.252797548,maize
Ekamba,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.37222222,18.28055556,2.6,93,36,163,6.08,0.578616,7.76,NaN,,18,6.092725883,maize
Elleshpura,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.20666667,12.81694444,3.5,311,NaN,NaN,19.456,0.28,8.5,NaN,,17,6.234330356,maize
Ferozabad,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.79583333,17.08333333,2.1,56.8,NaN,NaN,30.3,1.8,8.15,NaN,,23,5.722579819,maize
Gabbur1,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,77.15833333,16.3,2.4,125,48,201.3,13.4,0.77,8.14,NaN,,17,6.430616465,maize
Gadag,CGWB,Karnataka,Gadag,Krishna Basin,Krishna Upper,2018,75.5875,15.425,5,131.35,16,280.6,29,5.57576,8.56,NaN,,17,5.983952675,maize
Galaga,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,76.84138889,16.26722222,0,120.7,100,298.9,0,0.45,7.6,NaN,,23,6.80163854,maize
Gandhalu,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,77.41194444,15.97638889,3.6,276.9,88,183,2.4,0.47,8.17,NaN,,22,6.499936446,maize
Gangasamudra,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2018,76.13333333,13.93333333,16.4,110.05,16,256.2,49.774,1.00559,8.603,NaN,,15,6.265564338,maize
Garaga,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Lower,2018,76.35111111,13.63,2.1,63.9,16,268.4,20.6,0.910615,8.534,NaN,,18,6.727303282,maize
Gerusoppa Kpc Colony,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.65555556,14.24722222,2,28.36,22,112,9.7,0.27,7.6,NaN,,23,6.325235159,maize
Ghatboral,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.09444444,17.88611111,8.1,97,38,174,30.35,0.301887,7.54,NaN,,17,6.807487794,maize
Girigakoppa,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.13333333,14.74,0,142,NaN,NaN,29.184,0.25,8.097,NaN,,20,6.671085817,maize
G.Kundipatna,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.88111111,12.59027778,21,49.7,36,262.3,8.498,0.340782,8.239,NaN,,23,6.648725327,maize
Gobur Buzurg,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.63611111,17.25833333,2.7,234.3,NaN,NaN,2.4,0.85,7.776,NaN,,23,6.439071996,maize
Gojanur,CGWB,Karnataka,Gadag,Krishna Basin,Tungabhadra Upper,2018,75.49944444,15.19083333,0,81.65,8,311.1,0,2.18182,8.758,NaN,,17,6.474476516,maize
Gokarn,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.31666667,14.55,1.6,63,42,166,21.7,0.37,7.82,NaN,,17,5.871647806,maize
Golgod,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.86305556,14.28666667,6,14.18,18,122.04,46.132,0.26,7.15,NaN,,22,5.730617109,maize
Golihole,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.73611111,13.83416667,5.2,21.3,NaN,NaN,29,0.047,8.347,NaN,,21,5.850439831,maize
Gonikoppal,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.94166667,12.21666667,56.25,42.6,NaN,NaN,31.564,0.12,9.704,NaN,,19,5.791649933,maize
Googi,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.63916667,16.38361111,10.6,21.3,NaN,NaN,72.96,1.3,8.116,NaN,,20,6.740000688,maize
Gopadi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.65305556,13.68916667,2.55,42.6,NaN,NaN,13.354,0.011,9.192,NaN,,16,6.272417541,maize
Gopalapura,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.89805556,12.70555556,3.5,49.7,NaN,NaN,25.4,0.16,8.186,NaN,,20,5.715208817,maize
Gopalapura,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.88805556,12.55277778,2.6,60.35,26,457.5,7.5,0.363128,8.58,NaN,,25,5.773454729,maize
Gopishitta,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.2425,14.90944444,2.7,35.45,26,134.244,20.5,0.43,7.9,NaN,,24,5.584171461,maize
Gorbal,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,76.12222222,15.97638889,54.4,269.8,NaN,NaN,189.69,2.07,9,NaN,,24,5.787268394,maize
Gotegali,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.3025,14.90388889,4.7,30,24,123,48.66,0.33,7.63,NaN,,18,5.77597783,maize
Gudde Mallapura,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.27583333,14.6,472.5,113.6,NaN,NaN,49.856,0.63,8.251,NaN,,18,6.864793607,maize
Gudgeri,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.36666667,15.11666667,0,205.9,114,213.5,0,0.437158,7.84,NaN,,23,6.192360003,maize
Gudibandeii,CGWB,Karnataka,Kolar,Pennar Basin,Pennar Upper,2018,77.68416667,13.67611111,6.5,46.15,23,292.8,36.48,1.15172,7.883,NaN,,21,6.636803223,maize
Gudpalli,CGWB,Karnataka,Kolar,East flowing rivers between Pennar and Kanyakumari Basin,Palar and other,2018,78.48,13.31333333,3.5,184.6,74,280.6,9.7,0.82069,7.949,NaN,,24,5.826426917,maize
Guledagudda,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,75.7875,16.05,2,177.5,NaN,NaN,3.6,0.87,8.726,NaN,,22,6.960358276,maize
Gulsinda,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.38861111,12.94388889,338.5,211,NaN,NaN,15.782,0.47,8.46,NaN,,18,6.11275104,maize
Gummagola,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.15194444,15.59194444,7.5,1633,496,91.5,48.64,0.699454,7.851,NaN,,20,6.708446922,maize
Gurmitkal1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Middle,2018,77.4,16.875,126.85,227.2,NaN,NaN,57.058,2.1,8.137,NaN,,16,5.561510732,maize
Haathuru,CGWB,Karnataka,Kodagu,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,75.88111111,12.17166667,6,49.7,NaN,NaN,70.5,0.28,7.913,NaN,,19,5.873242491,maize
Hadlegere,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.905,13.12444444,2.6,177,NaN,NaN,4.8,0.44,8.19,NaN,,24,6.995843776,maize
Hadli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.13333333,12.4,3,479.25,68,170.8,7.3,0.463687,8.295,NaN,,17,5.714799723,maize
Hagalahalli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.12,12.47277778,3.7,152.65,68,170.8,17,0.26257,8.143,NaN,,23,6.78073637,maize
Hagare,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2018,75.96944444,13.13638889,5.3,309,NaN,NaN,7.3,0.24,8.3,NaN,,20,5.513697923,maize
Halbadi Jn,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.93472222,13.5175,32.55,56.8,NaN,NaN,21.852,0.016,7.514,NaN,,21,5.798423908,maize
Haldihal,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.96666667,17.225,3.5,56.8,NaN,NaN,9.7,1.4,8.043,NaN,,21,6.352471866,maize
Haldipur,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.425,14.35416667,4.1,28.36,18,82,29.136,0.48,7.89,NaN,,25,6.822586546,maize
Halebudanur,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.95833333,12.54444444,125,31.95,62,329.4,104.57,0.355263,8.26,NaN,,19,6.655426355,maize
Hale Kote,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.17777778,12.84805556,5.3,218,NaN,NaN,37.5,0.64,8.65,NaN,,24,6.121294041,maize
Halgeri,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.49972222,14.5675,3.6,468.6,NaN,NaN,2.4,0.2,8.019,NaN,,18,5.790770203,maize
Halkal,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.80194444,13.82638889,0,177.5,NaN,NaN,0,1.9,8.335,NaN,,17,6.47444292,maize
Hampanur,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2018,76.16388889,14.35138889,31.8,308.85,52,256.2,60.7,0.413408,8.064,NaN,,15,6.455116637,maize
Hampasandra,CGWB,Karnataka,Kolar,Pennar Basin,Pennar Upper,2018,77.75138889,13.74305556,3.5,351.45,80,463.6,3.6,1.26897,7.451,NaN,,22,6.606984086,maize
Handikera Wadi,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.40222222,17.87777778,6.7,152,52,247,13.3,0.496855,7.87,NaN,,22,6.330554389,maize
Hangal A,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.13333333,14.76666667,115.8,49.7,NaN,NaN,131.328,0.36,8.247,NaN,,15,6.528631266,maize
Hanumakoppa,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.1,14.7,0,184.6,NaN,NaN,38.912,0.13,8.03,NaN,,23,5.721667141,maize
Hanumali,CGWB,Karnataka,Chitradurga,Krishna Basin,Tungabhadra Upper,2018,76.08472222,13.99722222,6.6,791.65,108,250.1,44.7,0.759777,8.201,NaN,,17,6.644205485,maize
Hanur,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,77.30555556,12.09166667,2.85,21.3,NaN,NaN,15.782,0.35,8.518,NaN,,15,6.376651091,maize
Hapkarni,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.28333333,14.90277778,6.3,32,28,149,44.992,0.45,7.26,NaN,,18,6.247040422,maize
HaralahalliA,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.67916667,12.49027778,476.6,209.45,80,103.7,60.8,0.440789,8.3,NaN,,25,6.656730008,maize
Haravoo,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.62777778,12.4625,5,24.85,34,73.2,36.48,0.322368,8.505,NaN,,22,6.2048017,maize
Harihalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.85583333,12.84083333,2.8,22,NaN,NaN,9.6,0.07,8.08,NaN,,24,6.158860284,maize
Harlakudi,CGWB,Karnataka,Hassan,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,75.74277778,12.95666667,3.9,73,NaN,NaN,10.9,0.075,7.8,NaN,,22,6.385684214,maize
Harobelavadi,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.07222222,15.62277778,68.45,49.7,22,103.7,52.202,0.224044,8.068,NaN,,19,6.417820493,maize
Hebbal B,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.59777778,16.48194444,2.3,553.8,0,0,30.2,0.45,7.711,NaN,,23,6.381201909,maize
Hebsur1,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,75.3,15.43333333,199.4,1576.2,120,237.9,170.24,0.377049,8.962,NaN,,19,6.877869005,maize
Helsi,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.16666667,18.06666667,0,347,142,293,0,0.603774,7.5,NaN,,77,7.485996067,chickpea
Hematemane,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.85833333,14.22916667,6.05,56,40,142,26.708,0.26,7.11,NaN,,84,6.920251378,chickpea
Hennali,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.83388889,12.83111111,2.7,24,NaN,NaN,19.4,0.1,7.89,NaN,,85,5.996932037,chickpea
Heravanadu,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.70833333,12.37916667,5.2,21.3,NaN,NaN,4.84,0.071,7.848,NaN,,85,6.391173589,chickpea
Hethakondanahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.14555556,12.77194444,2.1,184,0,0,20.672,0.34,8.29,NaN,,77,7.152811172,chickpea
Hirekerur (A),CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.41666667,14.45,7.5,142,NaN,NaN,72.96,0.51,8.173,NaN,,81,5.988992796,chickpea
Hirematha,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.43527778,14.26333333,3.6,17,24,156,9.6,0.38,7.76,NaN,,84,6.231049028,chickpea
Honakona,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.18416667,14.89111111,3.7,37,26,109,119.1,0.47,7.62,NaN,,84,7.550808267,chickpea
Honnavara,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.17805556,13.125,2,56,NaN,NaN,35.1,0.2,8.21,NaN,,75,7.010570541,chickpea
Honnegowdanahalli,CGWB,Karnataka,Chamarajanagar,Cauvery Basin,Cauvery Middle,2018,76.62194444,11.76,5.3,71,NaN,NaN,21.852,0.81,8.502,NaN,,81,8.753795334,chickpea
Hosahalli(Gulburga),CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.58333333,17.58333333,319.7,191.7,NaN,NaN,38.848,2.2,7.903,NaN,,79,8.718192847,chickpea
Hosa Huli Halli,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.74722222,14.51638889,3,333.7,NaN,NaN,2.4,0.23,8.053,NaN,,79,7.976607593,chickpea
Hosalli,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.89166667,14.25277778,3.1,20,18,82,27.968,0.34,7.32,NaN,,81,6.515499549,chickpea
Hosapatna,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.90388889,12.38138889,4.2,56.8,NaN,NaN,35.1,0.23,7.93,NaN,,85,8.490127142,chickpea
Hoshalli,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2018,76.31666667,15.3125,6.7,71,NaN,NaN,6,0.81,7.815,NaN,,77,6.576415562,chickpea
Hosuru Betekeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.88111111,12.22138889,51.2,35.5,0,0,34.048,0.05,9.725,NaN,,84,6.481783043,chickpea
Huda,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.28472222,17.17916667,7.7,85.2,0,0,41.3,0.79,7.838,NaN,,76,7.966605025,chickpea
Hudikeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.94583333,12.08333333,2,35.5,NaN,NaN,31.616,0.082,7.455,NaN,,84,8.140825437,chickpea
Huduguru,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.86138889,12.51416667,11.5,63.9,NaN,NaN,13.3,0.25,8.612,NaN,,76,7.228963452,chickpea
Hulgur,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.22083333,14.63333333,58.5,482.8,NaN,NaN,58.368,0.21,7.879,NaN,,77,6.492546046,chickpea
Hulikal,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.04305556,12.69833333,43.75,196,NaN,NaN,18.21,0.7,8.72,NaN,,83,7.528599957,chickpea
Hulkoti,CGWB,Karnataka,Gadag,Krishna Basin,Krishna Upper,2018,75.55,15.42916667,3.85,259.15,20,372.1,10.926,0.893939,8.8,NaN,,77,7.701446446,chickpea
Hullahally,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.75277778,12.90361111,3.2,69,NaN,NaN,10.8,0.027,7.86,NaN,,76,8.519975748,chickpea
Hunnada Doddi,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,77.0325,12.52055556,9.3,138.45,58,280.6,47.2,0.530726,8.272,NaN,,83,6.620900869,chickpea
Hunsemakki,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.78166667,13.59,1.9,35.5,NaN,NaN,12.14,0.018,9.215,NaN,,83,8.104396058,chickpea
Idagunji,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.49444444,14.22777778,71.3,15,18,81,20.638,0.56,7.81,NaN,,78,6.204090835,chickpea
Idooru Kunjadi,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.78277778,13.75444444,8.2,35.5,NaN,NaN,58.368,0.028,8.57,NaN,,80,6.051091339,chickpea
Igoor,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.84555556,12.53611111,1.1,63.9,NaN,NaN,49.774,0.31,8.338,NaN,,84,7.690962338,chickpea
Ilhal,CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,75.96555556,15.96166667,4.2,14.2,NaN,NaN,21.8,0.39,8.625,NaN,,85,7.829211144,chickpea
Inchanahalli,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.22888889,12.75166667,3,838,NaN,NaN,32.778,0.89,8.92,NaN,,81,6.761599706,chickpea
Ingilgere,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.86583333,12.27277778,1.6,56.8,0,0,21.888,0.15,8.031,NaN,,82,6.654425315,chickpea
Islampur,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.01722222,17.77888889,345.3,71,26,117,53.416,1.27673,7.27,NaN,,85,6.129533877,chickpea
Islur,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.88333333,14.68333333,535.2,63.81,44,115,63.128,0.33,7.87,NaN,,83,8.829273328,chickpea
Itagi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Upper,2018,75.96861111,15.44361111,7,575.1,NaN,NaN,17.024,0.24,8.311,NaN,,76,8.621662982,chickpea
Jakkaladinni,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,77.06583333,16.18222222,2.6,695.8,80,683.2,9.712,7.4,8.22,NaN,,75,8.204862075,chickpea
Janekal,CGWB,Karnataka,Raichur,Krishna Basin,Tungabhadra Lower,2018,76.95388889,16.01527778,10.1,1760.8,440,146.4,24.32,0.048,7.94,NaN,,81,6.18042747,chickpea
Jaratgi,CGWB,Karnataka,Koppal,Krishna Basin,Tungabhadra Lower,2018,76.6525,15.58944444,4.25,163.3,NaN,NaN,42.49,1.1,8.462,NaN,,77,7.978996755,chickpea
J.C.Pura,CGWB,Karnataka,Hassan,Krishna Basin,Tungabhadra Lower,2018,76.35055556,13.41638889,5.2,611,0,0,10.9,1.1,8.6,NaN,,78,7.863113671,chickpea
Jeratgi,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.45,17.01666667,3.5,227.2,NaN,NaN,4.8,1.7,8.438,NaN,,77,6.967843048,chickpea
Jogur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.61666667,17.10833333,4,170.4,NaN,NaN,38.91,1.9,8.183,NaN,,77,6.206582193,chickpea
Joida,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.475,15.16666667,4.9,24,22,119,4.8,0.33,7.63,NaN,,76,8.868741443,chickpea
Kabbinahakkalu,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.67638889,14.25972222,4.2,19,20,91.53,1.2,0.4,7.63,NaN,,79,8.766128654,chickpea
Kadanga,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.74111111,12.22416667,90.9,42.6,NaN,NaN,49.856,0.076,7.723,NaN,,75,8.736337905,chickpea
Kadanur,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.7625,12.20833333,434.8,92.3,NaN,NaN,25.536,0.18,7.745,NaN,,81,8.081095263,chickpea
Kadli,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.20833333,17.37777778,4.2,262.7,NaN,NaN,18.1,0.36,7.662,NaN,,81,6.138243973,chickpea
Kadra,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.34861111,14.825,8.2,33,24,120,184.528,0.32,7.8,NaN,,78,7.496645259,chickpea
Kakargal,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Upper,2018,77.06666667,16.35,6.8,134.9,60,259.9,44.8,3,8.32,NaN,,79,8.380185271,chickpea
Kakkabe,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.64305556,12.25472222,15.1,14.2,NaN,NaN,114.3,0.034,7.675,NaN,,83,6.289614016,chickpea
Kakkeri,CGWB,Karnataka,Kalaburagi,Krishna Basin,Krishna Upper,2018,76.58333333,16.36666667,0,120.7,NaN,NaN,0,1.3,7.792,NaN,,84,6.586777189,chickpea
Kakotu Parambu,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.76027778,12.25583333,3.5,35.5,NaN,NaN,20.6,0.12,7.771,NaN,,78,6.89655198,chickpea
Kalamangi,CGWB,Karnataka,Raichur,Krishna Basin,Krishna Middle,2018,77.27083333,16.27083333,2,177.5,32,756.4,8.4,1.8,8.13,NaN,,79,7.806747656,chickpea
Kalgere,CGWB,Karnataka,Dharwad,Krishna Basin,Krishna Upper,2018,74.96722222,15.46361111,2.5,85.2,72,250.1,46.2,0.20765,8.261,NaN,,85,7.150681303,chickpea
Kalkatti,CGWB,Karnataka,Haveri,Krishna Basin,Tungabhadra Upper,2018,75.16138889,14.72861111,0,71,NaN,NaN,0,0.43,8.469,NaN,,78,6.64919573,chickpea
Kalkurdi,CGWB,Karnataka,Dharwad,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.92555556,15.18083333,26,231.8,8,0.584699,0,461,NaN,NaN,,75,7.778591618,chickpea
Kallur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,77.46666667,17.38333333,NaN,NaN,NaN,2.2,0,1560,NaN,NaN,,78,6.358740355,chickpea
Kamalanagar,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.75833333,17.575,38,155,80,0.805031,0,809,NaN,NaN,,78,8.255450758,chickpea
Kamalapur,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.98333333,17.58333333,NaN,NaN,NaN,0.42,0,1710,NaN,NaN,,85,6.456148474,chickpea
Kanagod,CGWB,Karnataka,Uttara Kannada,Krishna Basin,Tungabhadra Upper,2018,74.93916667,14.38944444,18,96,16,0.21,0,245,NaN,NaN,,76,6.613072145,chickpea
Kanathur,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,75.93333333,13.01666667,NaN,NaN,NaN,0.29,0,1870,NaN,NaN,,80,8.165359297,chickpea
Kandikheri,CGWB,Karnataka,Bidar,Godavari Basin,Manjra,2018,77.36861111,18.23972222,36,142,43,0.522013,0,907,NaN,NaN,,77,7.64867466,chickpea
Kandlur,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.76638889,13.6375,NaN,NaN,NaN,0.044,0,330,NaN,NaN,,85,6.545888558,chickpea
Kaniyar,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.06444444,12.69972222,0,0,0,0.11,0,1070,NaN,NaN,,75,7.104224797,chickpea
Kannangaaru,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.77444444,13.12277778,NaN,NaN,NaN,0.019,0,300,NaN,NaN,,85,7.358099622,chickpea
Kannegeri,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.735,15.05722222,28,85,16,0.32,0,167,NaN,NaN,,82,6.4740245,chickpea
Karadahalli,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.80833333,12.775,28,341.6,61,0.27933,0,960,NaN,NaN,,79,7.840339389,chickpea
Karahari,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.78333333,17.60833333,NaN,NaN,NaN,0.28,0,580,NaN,NaN,,75,7.064790365,chickpea
Karajgi1,CGWB,Karnataka,Kalaburagi,Krishna Basin,Bhima Lower,2018,76.21666667,17.26666667,NaN,NaN,NaN,0.5,0,670,NaN,NaN,,78,7.599033472,chickpea
Kardi (A),CGWB,Karnataka,Bagalkot,Krishna Basin,Krishna Upper,2018,76.17916667,16.1,NaN,NaN,NaN,2.08,0,3400,NaN,NaN,,82,6.715587232,chickpea
Karje,CGWB,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari Basin,Netravati and others,2018,74.87583333,13.42694444,NaN,NaN,NaN,0.037,0,230,NaN,NaN,,85,6.81712422,chickpea
Karwar1,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.13333333,14.8,30,159,21,0.36,0,342,NaN,NaN,,80,7.985417393,chickpea
Katakeri,CGWB,Karnataka,Kodagu,Cauvery Basin,Cauvery Upper,2018,75.70277778,12.41888889,NaN,NaN,NaN,0.081,0,490,NaN,NaN,,83,7.545258424,chickpea
Kattaya,CGWB,Karnataka,Hassan,Cauvery Basin,Cauvery Upper,2018,76.07916667,12.89166667,NaN,NaN,NaN,0.6,0,910,NaN,NaN,,79,7.728998197,chickpea
Katur,CGWB,Karnataka,Uttara Kannada,West flowing rivers from Tapi to Tadri Basin,Vasishti and others,2018,74.93583333,14.81388889,40,96,27,0.33,0,369,NaN,NaN,,79,7.354973451,chickpea
Kawdley,CGWB,Karnataka,Mandya,Cauvery Basin,Cauvery Middle,2018,76.93333333,12.76666667,48,372.1,76,0.614525,0,1063,NaN,NaN,,79,7.313122235,chickpea
